matrix,method,variant,repeat,k,sweeps,threads,finite,objective,masked_residual_norm,relative_masked_residual,checksum,t_factor,t_objective,factor_status,factor_path,factor_source,rhs_id,nrhs,restart,maxiter,tol,iterations,converged,solver_status,true_rel_residual,least_squares_rel_residual,nan_solution,nan_residual,breakdown,stagnated,solver_factor_path,solver_source,outcome
CoupCons3D,ats_ilu,async,1,0,1,2,1,245.54832092495403,22.1607003916823,0.026618855346559816,2029511.8309771963,0.495345981,0.983692925,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t2_s1_r1_000016.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,26,1,converged,9.910373188596965e-09,9.910373190462348e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t2_s1_r1_000016.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,1,4,1,361.4372886020551,26.886326956356648,0.03229515472896294,2024035.4346093887,0.250133262,0.929585818,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t4_s1_r1_000031.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,27,1,converged,9.166972753173059e-09,9.166972752390167e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t4_s1_r1_000031.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,1,8,1,426.61524682374426,29.210109442579785,0.03508642164581813,2020839.6764150492,0.1308341391,0.971081191,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t8_s1_r1_000046.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,28,1,converged,9.792599680810247e-09,9.792599681846094e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t8_s1_r1_000046.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,1,16,1,465.55559756216263,30.514114686884252,0.036652758736063,2018877.46635454,0.07545054785,0.9704379609,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t16_s1_r1_000061.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,28,1,converged,9.670064186305112e-09,9.670064193060693e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t16_s1_r1_000061.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,1,32,1,494.0207410063218,31.433127143391953,0.03775665253044176,2017557.7887256492,0.04597372911,0.939050718,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t32_s1_r1_000076.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,29,1,converged,9.64571325378384e-09,9.645713256554031e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t32_s1_r1_000076.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,1,64,1,521.3488369748543,32.2908295642851,0.03878690230904164,2015511.5526861765,0.04741296708,0.976334049,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t64_s1_r1_000091.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,31,1,converged,8.024464872801116e-09,8.02446486907573e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t64_s1_r1_000091.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,1,128,1,589.121557599486,34.325546101977345,0.04123095074752925,2010284.6592344556,0.04841041996,0.981933213,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t128_s1_r1_000106.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,30,1,converged,9.47549718209861e-09,9.475497182522527e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t128_s1_r1_000106.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,2,2,1,0.9177205633874478,1.3547845314938076,0.0016273318456634218,2038602.1186078128,0.9828745581,0.867406294,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t2_s2_r1_000017.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.510164927212083e-09,8.510164928378652e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t2_s2_r1_000017.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,2,4,1,3.469304991925508,2.634124139795051,0.003164041217235323,2038272.0678827688,0.493520297,0.869052321,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t4_s2_r1_000032.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.570158756386263e-09,8.570158759062174e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t4_s2_r1_000032.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,2,8,1,6.7721471341448325,3.6802573644094054,0.00442062916288038,2037997.887150976,0.2551947681,0.886888054,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t8_s2_r1_000047.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.653167764874995e-09,8.653167757846132e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t8_s2_r1_000047.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,2,16,1,8.768002299304914,4.187601294131263,0.00503003745943811,2037809.191924519,0.1435767049,0.892264318,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t16_s2_r1_000062.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.483246171398604e-09,8.483246168023993e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t16_s2_r1_000062.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,2,32,1,10.364322118683964,4.552872086646838,0.005468791208933535,2037710.2787420568,0.08520586009,0.9647430941,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t32_s2_r1_000077.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.456493347672313e-09,8.456493351369122e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t32_s2_r1_000077.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,2,64,1,15.660228661528494,5.596468290185961,0.006722331751030008,2037545.8129083987,0.08883655712,0.884716928,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t64_s2_r1_000092.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.453891739305506e-09,8.453891736831897e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t64_s2_r1_000092.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,2,128,1,23.87910744787532,6.910731863974368,0.008300990879107798,2037025.5292938657,0.08934543596,0.934151015,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t128_s2_r1_000107.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.558448774241922e-09,8.558448765969062e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t128_s2_r1_000107.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,3,2,1,0.004851269539448689,0.09850146739464026,0.00011831739365899897,2038791.87087582,1.472136248,0.967709436,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t2_s3_r1_000018.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.494358225324437e-09,8.494358223925033e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t2_s3_r1_000018.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,3,4,1,0.03504577298120303,0.26474808018644075,0.0003180084891363535,2038776.013207884,0.7368480479,0.9556604079,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t4_s3_r1_000033.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.49144891313711e-09,8.491448909361129e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t4_s3_r1_000033.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,3,8,1,0.0842850951156667,0.410573002316681,0.0004931695824005877,2038753.65894423,0.3763833561,0.9260397359,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t8_s3_r1_000048.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.508692525495235e-09,8.508692524600234e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t8_s3_r1_000048.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,3,16,1,0.13676930325100725,0.523009183955707,0.0006282249913845071,2038728.7221244408,0.2121336128,0.986264177,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t16_s3_r1_000063.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.58389450501909e-09,8.58389450061176e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t16_s3_r1_000063.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,3,32,1,0.18221692157772573,0.6036835621047267,0.0007251289503825016,2038718.923720868,0.1245205201,0.90910708,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t32_s3_r1_000078.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.622573515627558e-09,8.622573517936469e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t32_s3_r1_000078.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,3,64,1,0.4793035499569939,0.9790848277416968,0.0011760511599827278,2038683.6616375907,0.1302709071,0.982231839,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t64_s3_r1_000093.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.400674066330221e-09,8.40067406486293e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t64_s3_r1_000093.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,3,128,1,0.941041674118072,1.3718904286553442,0.0016478790032021329,2038578.53193616,0.130567166,0.8938252131,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t128_s3_r1_000108.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.610970599144112e-09,8.61097059855792e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t128_s3_r1_000108.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,4,2,1,3.0097380810932e-05,0.007758528315464474,9.319341865614168e-06,2038800.0176957557,1.96118666,0.9135372109,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t2_s4_r1_000019.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.494400518416674e-09,8.494400522742666e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t2_s4_r1_000019.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,4,4,1,0.0003610175221258962,0.026870709783178272,3.227639578784601e-05,2038810.0523410488,0.9794137679,0.887050287,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t4_s4_r1_000034.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.494604258493025e-09,8.494604252250654e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t4_s4_r1_000034.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,4,8,1,0.0010973075815767677,0.04684671987614005,5.627105812557378e-05,2038814.3152418,0.5001984721,0.965262905,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t8_s4_r1_000049.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.492253202507539e-09,8.492253198764979e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t8_s4_r1_000049.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,4,16,1,0.00207077428374576,0.06435486436541935,7.730138466352553e-05,2038809.7907642075,0.2800550949,0.981009107,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t16_s4_r1_000064.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.489709577433506e-09,8.489709574088361e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t16_s4_r1_000064.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,4,32,1,0.0033669381629353274,0.08206019940184556,9.856857134386624e-05,2038809.3430882976,0.1636218191,0.9987184521,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t32_s4_r1_000079.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.477505580805179e-09,8.477505578624294e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t32_s4_r1_000079.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,4,64,1,0.017000413111656208,0.1843931295447648,0.00022148821812932555,2038799.8334326716,0.171795421,0.947458833,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t64_s4_r1_000094.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.56139437516555e-09,8.561394371351056e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t64_s4_r1_000094.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,4,128,1,0.04778356920696616,0.3091393511249131,0.0003713301260375344,2038773.0190379797,0.1714526571,1.000832841,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t128_s4_r1_000109.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.476849652243092e-09,8.476849650178497e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t128_s4_r1_000109.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,5,2,1,2.512194200202899e-07,0.0007088292037159444,8.514271528265333e-07,2038800.4384337664,2.449933587,0.9844309309,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t2_s5_r1_000020.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.494404937329481e-09,8.494404938665069e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t2_s5_r1_000020.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,5,4,1,4.389283991520167e-06,0.0029628648269943627,3.5589159569512034e-06,2038812.6602067407,1.219553398,0.982582773,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t4_s5_r1_000035.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.494400445340845e-09,8.49440044599487e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t4_s5_r1_000035.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,5,8,1,1.6120422585388938e-05,0.005678102250820945,6.820388335483672e-06,2038819.9054478768,0.625021163,0.967950601,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t8_s5_r1_000050.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.49449933724483e-09,8.494499342505288e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t8_s5_r1_000050.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,5,16,1,3.3668311368053475e-05,0.00820588951522667,9.856700471328766e-06,2038818.053703447,0.3485605438,0.9805918511,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t16_s5_r1_000065.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.494475310268409e-09,8.494475305036174e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t16_s5_r1_000065.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,5,32,1,4.495056426058541e-05,0.009481620564079264,1.138907533540428e-05,2038819.087592124,0.2030247791,0.9000043661,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t32_s5_r1_000080.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.494682636283054e-09,8.494682626992985e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t32_s5_r1_000080.bin,perlmutter_replay,converged
CoupCons3D,ats_ilu,async,1,0,5,64,1,0.0005124240146128897,0.03201324771443503,3.8453478230497486e-05,2038814.800802072,0.213292803,0.897017633,ok,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t64_s5_r1_000095.bin,perlmutter_replay,1,1.0,50.0,2000.0,1e-08,22,1,converged,8.492998608566886e-09,8.492998611579225e-09,0.0,0.0,0.0,0.0,/pscratch/sd/m/mtunnell/ats_ilu_factor_dumps/scaling_or_ats_async_norestrict/unsymmetric_54916551_9_Janna__CoupCons3D_k0/factors/CoupCons3D_mtx_k0_ats_ilu_async_t64_s5_r1_000095.bin,perlmutter_replay,converged
